,index,Unnamed: 0,entity,description,category,node_occurence_flag
1749,1749,5953,Main API server,Primary API server for Kubernetes,software,Single
1750,1750,5957,etcd store,Key-value store for storing Kubernetes resources,database,Single
1751,1751,5958,APIService,Resource for registering a custom API server,software,Single
1752,1752,5959,API group,Namespace for APIs (e.g. extensions.example.com),network,Single
1753,1753,5963,custom API server,API server built on top of Kubernetes,software,Single
1754,1754,5965,GitHub repos,Kubernetes source code repository on GitHub,software development,Single
1755,1755,5970,Client pod,Pod that uses a service to authenticate,container,Single
1756,1756,5978,Team,Group of users who are responsible for deploying general services,group,Single
1757,1757,5979,Ticket,Request for a service to be provisioned by the team,request,Single
1758,1758,5980,Manifests,Files that define the configuration and deployment of a service,file,Single
1759,1759,5990,ServiceBroker,Resource representing a service broker,resource,Single
1760,1760,5992,Client pods,Pods that use provisioned services,container,Single
1761,1761,5993,Provisioned services,Services provided by external systems,resource,Single
1762,1762,5994,Broker A and Broker B,External service brokers,software,Single
1763,1763,5996,Service Brokers,External service providers that implement the OpenServiceBroker API,application,Single
1764,1764,5997,OpenServiceBroker API,REST API for interacting with Service Brokers,software,Single
1765,1765,5998,GET /v2/catalog,Operation to retrieve the list of services from a Service Broker,operation,Single
1766,1766,5999,PUT /v2/service_instances/:id,Operation to provision a service instance from a Service Broker,operation,Single
1767,1767,6000,PATCH /v2/service_instances/:id,Operation to update a service instance from a Service Broker,operation,Single
1768,1768,6001,PUT /v2/service_instances/:id/service_bindings/:binding_id,Operation to bind a service instance from a Service Broker,operation,Single
1769,1769,6002,DELETE /v2/service_instances/:id/service_bindings/:binding_id,Operation to unbind a service instance from a Service Broker,operation,Single
1770,1770,6003,DELETE /v2/service_instances/:id,Operation to deprovision a service instance from a Service Broker,operation,Single
1771,1771,6010,url,Field in the ClusterServiceBroker resource manifest specifying the URL of the Service Broker's OpenServiceBroker API,field,Single
1772,1772,6012,service plans,Options for choosing the level of service needed for a particular type of service,option,Single
1773,1773,6020,bindable,Flag indicating whether a service can be bound to a cluster,flag,Single
1774,1774,6021,brokerName,Name of the broker providing a service,identifier,Single
1775,1775,6022,plans,List of available plans for a ClusterServiceClass,list,Single
1776,1776,6023,planUpdatable,Flag indicating whether a plan can be updated,flag,Single
1777,1777,6024,osbFree,Flag indicating whether a plan is free or paid,flag,Single
1778,1778,6028,postgres-database,ClusterServiceClass for PostgreSQL database,software,Single
1779,1779,6031,--data-checksums,Parameter for initializing database,command,Single
1780,1780,6033,get instance,Command for retrieving service instance status,command,Single
1781,1781,6039,clusterServiceClassName,Field in ServiceInstance manifest,field,Single
1782,1782,6040,clusterServicePlanName,Field in ServiceInstance manifest,field,Single
1783,1783,6041,Kubernetes Service Catalog,A Kubernetes feature that allows users to provision and use external services,software,Single
1784,1784,6048,instanceRef,A reference to the ServiceInstance being bound,software,Single
1785,1785,6049,secretName,The name of the Secret that will store the credentials for accessing the service,software,Single
1786,1786,6051,Database broker,A component that interacts with the Database service to provision and bind ServiceInstances,software,Single
1787,1787,6052,PodPresets,A new Kubernetes feature that will allow pods to be pre-configured with credentials for accessing services,software,Single
1788,1788,6054,PostgreSQL database,An external service being provisioned and used by the Service Catalog,database,Single
1789,1789,6056,get secret,command to retrieve a Secret resource from a Kubernetes cluster,software,Single
1790,1790,6057,postgres-secret,Secret resource holding database credentials,database,Single
1791,1791,6062,username,field containing username for database connection,database,Single
1792,1792,6063,password,field containing password for database connection,database,Single
1793,1793,6070,servicebroker,component responsible for managing service instances,software,Single
1794,1794,6073,servicebinding,resource representing a binding between a service and a pod,application,Single
1795,1795,6077,broker,Software component for provisioning services,software,Single
1796,1796,6078,Amazon Web Services,Cloud computing platform,cloud service,Single
1797,1797,6082,Red Hat OpenShift,Platform-as-a-Service and container application platform,application,Single
1798,1798,6083,developer experience,Focus area for Red Hat OpenShift,software feature,Single
1799,1799,6085,scaling,Process of adjusting application resources,process,Single
1800,1800,6086,maintenance,Process of keeping applications up-to-date and secure,process,Single
1801,1801,6087,user management,Feature for managing user access to Kubernetes resources,software feature,Single
1802,1802,6088,group management,Feature for managing group access to Kubernetes resources,software feature,Single
1803,1803,6090,projects,Additional resource in OpenShift,resource,Single
1804,1804,6093,Templates,A parameterizable list in OpenShift that allows a manifest to be instantiated with parameter values.,software,Single
1805,1805,6094,BuildConfigs,A configuration for building images in OpenShift.,software,Single
1806,1806,6095,DeploymentConfigs,A configuration for deploying applications in OpenShift.,software,Single
1807,1807,6096,ImageStreams,A stream of images in OpenShift that can be used to deploy applications.,software,Single
1808,1808,6097,Routes,A way to expose an application running in OpenShift to the outside world.,software,Single
1809,1809,6099,Projects,"A concept in OpenShift that represents a set of resources, similar to a namespace in Kubernetes.",software,Single
1810,1810,6100,Users,An entity in OpenShift that has access to certain projects and can perform actions on resources within those projects.,hardware,Single
1811,1811,6101,Groups,A collection of users in OpenShift that have shared permissions.,hardware,Single
1812,1812,6102,Roles-Based Access Control (RBAC),A standard access control mechanism in Kubernetes that defines permissions for users and groups.,software,Single
1813,1813,6107,Templates (parameterizable),A way to define resources in OpenShift using placeholders that get replaced with parameter values when instantiated.,software,Single
1814,1814,6109,OpenShift,Cloud platform built on top of Kubernetes,software,Single
1815,1815,6113,Java EE application,Type of application that can be run using OpenShift templates,application,Single
1816,1816,6114,Application Server,Component used to connect to a back-end database,component,Single
1817,1817,6117,Source To Image,Build mechanism that detects application type and runs proper build procedure,process,Single
1818,1818,6118,Maven,Build tool used for Java projects,tool,Single
1819,1819,6127,Builder pod,OpenShift component for building images,component,Single
1820,1820,6131,Build trigger,OpenShift component for triggering builds,component,Single
1821,1821,6132,Git repo,Version control system,software,Single
1822,1822,6133,Minishift,Tool for running OpenShift locally,software,Single
1823,1823,6134,OpenShift Online Starter,"Free, hosted version of OpenShift",service,Single
1824,1824,6142,git,Version control system,software,Single
1825,1825,6145,Charts,Helm packages containing application configuration and resources,software,Single
1826,1826,6146,Config,Configuration information merged into a Chart to create a Release,software,Single
1827,1827,6150,Linux system,Operating system,hardware/software,Single
