,entity,description,category,node_occurence_flag
5269,Node Affinity,Allows you to specify preferential rules for scheduling machines,Software,Multi
5270,Kubernetes,Container orchestration system,Software,Multi
5271,Docker,Container runtime engine,Software,Multi
5272,Minikube,Single-node Kubernetes cluster,Software,Multi
5273,Google Kubernetes Engine,Managed Kubernetes service,Cloud Service,Multi
5274,kubectl,Kubernetes command-line tool,Software,Multi
5275,node1.k8s,Worker node in a Kubernetes cluster,Hardware,Multi
5276,node2.k8s,Worker node in a Kubernetes cluster,Hardware,Multi
5277,availability-zone,Label for specifying the availability zone of a node,Software,Multi
5278,share-type,Label for specifying whether a node is dedicated or shared,Software,Multi
5279,Deployment,Kubernetes resource for managing replicas of an application,Software,Multi
5282,node affinity,a way to specify preferences for where pods should be scheduled,software,Multi
5283,preferredDuringSchedulingIgnoredDuringExecution,a field in the node affinity preference,software,Multi
5284,weight,a value that determines the importance of a preference rule,software,Multi
5285,preference,a set of rules that determine where pods should be scheduled,software,Multi
5286,matchExpressions,a field in the preference that specifies how to match node labels,software,Multi
5287,key,a field in the matchExpression that specifies a label key,software,Multi
5288,operator,a field in the matchExpression that specifies an operator for matching labels,software,Multi
5289,values,a field in the matchExpression that specifies values to match against,software,Multi
5290,availability-zone,a label key that specifies a node's availability zone,hardware,Multi
5291,share-type,a label key that specifies a node's share type,hardware,Multi
5294,kubectl,command to interact with Kubernetes cluster,software,Multi
5295,get po,kubectl command to get pod information,software,Multi
5297,Deployment,Kubernetes resource to manage a set of replicas,application,Multi
5298,node1.k8s,node name in the Kubernetes cluster,hardware,Multi
5299,node2.k8s,node name in the Kubernetes cluster,hardware,Multi
5306,ReplicaSet,Kubernetes resource to manage a set of replicas,application,Multi
5307,Service,Kubernetes resource to expose an application,application,Multi
5308,pod affinity,Kubernetes scheduling function to place pods near each other,software,Multi
5310,backend pod,type of pod for a backend service,container,Multi
5312,podAffinity,A configuration that specifies a hard requirement for pods to be deployed on the same node as other pods with a specific label.,kubernetes,Multi
5313,Deployment,A Kubernetes resource that manages the rollout of new versions of an application.,kubernetes,Multi
5314,pod,A lightweight and portable executable container that can be run in a managed environment such as a Kubernetes cluster.,container,Multi
5315,labelSelector,A configuration that selects pods based on their labels.,kubernetes,Multi
5316,matchLabels,A configuration that specifies the labels to match for a label selector.,kubernetes,Multi
5317,topologyKey,A configuration that specifies the topology key for pod affinity.,kubernetes,Multi
5318,hostname,The name of a node in a Kubernetes cluster.,hardware,Multi
5319,node,A physical or virtual machine that runs a Kubernetes cluster.,hardware,Multi
5320,scheduler,A component of the Kubernetes control plane that schedules pods to nodes in a cluster.,kubernetes,Multi
5321,matchLabels,a simpler field for matching labels,software,Multi
5322,matchExpressions,a more expressive field for matching expressions,software,Multi
5323,kubectl,a command-line tool for managing Kubernetes clusters,software,Multi
5325,podAffinity,a scheduling rule that matches pods based on affinity labels,software,Multi
5327,Deployment,a Kubernetes resource for managing a set of replicas,software,Multi
5328,pod,a basic computing unit in Kubernetes,container,Multi
5329,node2.k8s,a node in the Kubernetes cluster,hardware,Multi
5330,Scheduler,the component responsible for scheduling pods in a Kubernetes cluster,software,Multi
5331,labelSelector,a field used to select pods based on labels,software,Multi
5333,backend pod,the backend pod that was previously scheduled to node2.k8s,container,Multi
5335,pod affinity,a scheduling strategy that allows pods to be deployed on nodes based on shared labels,application,Multi
5338,node1.k8s,a Kubernetes node name,hardware,Multi
5339,node2.k8s,a Kubernetes node name,hardware,Multi
5343,podAffinity,a scheduling strategy that allows pods to be deployed on nodes based on shared labels,application,Multi
5344,topologyKey,a key used to specify the topology of a node,application,Multi
5347,rack,a label key for specifying a server rack,label,Multi
5348,Scheduler,the Kubernetes component responsible for scheduling pods on nodes,application,Multi
5349,label selector,A way to select pods based on labels,software,Multi
5350,podAffinity,A way to express pod affinity preferences instead of hard requirements,software,Multi
5351,nodeAffinity,A way to express node affinity rules,software,Multi
5352,Scheduler,A component that schedules pods onto nodes,software,Multi
5353,pod,A container running an application,container,Multi
5354,node,A machine in a Kubernetes cluster,hardware,Multi
5355,namespace,A way to group pods and resources together,software,Multi
5356,label,A key-value pair used to identify a pod or node,software,Multi
5357,rack,A way to group nodes together based on their location,hardware,Multi
5358,Deployment,A way to manage and scale pods,software,Multi
5359,preferredDuringSchedulingIgnoredDuringExecution,A pod affinity rule that specifies a preference for scheduling,software,Multi
5360,podAffinity,a feature that allows you to specify preferences for co-locating pods,software,Multi
5361,Deployment,a Kubernetes resource that manages a set of replicas,software,Multi
5362,replicas,the number of identical copies of a pod that should be running at any given time,software,Multi
5364,topologyKey,a key used to identify the topology of a node,hardware,Multi
5365,labelSelector,a selector that matches labels on pods,software,Multi
5366,matchLabels,the labels that should be matched by the label selector,software,Multi
5367,app,an application identifier,software,Multi
5368,weight,a value used to specify the preference for co-locating pods,software,Multi
5369,Scheduler,the component responsible for scheduling pods onto nodes,software,Multi
5370,kubectl,command-line tool for managing Kubernetes clusters,software,Multi
5371,get,command to retrieve information about pods,software,Multi
5372,po,resource type for pods in Kubernetes,software,Multi
5373,wide,output format option for displaying pod information,software,Multi
5381,podAffinity,property for specifying pod affinity preferences,software,Multi
5382,label selector,selector used to match pods with specific labels,software,Multi
5384,hostname,key used to specify the hostname of a node,hardware,Multi
5386,Deployment,A Kubernetes resource that manages a set of replicas (identical copies) of an application.,Software/Application,Multi
5388,Kubernetes,"An open-source container orchestration system for automating the deployment, scaling, and management of containers.",Software/Framework,Multi
5389,Pods,"The basic execution unit in Kubernetes, which represents a running instance of a container.",Software/Application,Multi
5390,Node,A physical or virtual machine that runs the Kubernetes control plane and/or worker nodes.,Hardware/Infrastructure,Multi
5393,Hostname,The unique identifier of a node in Kubernetes.,Hardware/Infrastructure,Multi
5394,Replica,"An identical copy of an application, managed by a Deployment resource.",Software/Application,Multi
